DATAFLOW,SEXP: Sex,LTHP: Type of long-term health condition,AGEP: Age,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2016: 2016,POA: Postal Areas,1: New South Wales,2021,1544
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2025: 2025,POA: Postal Areas,1: New South Wales,2021,400
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6072: 6072,POA: Postal Areas,5: Western Australia,2021,72
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2540: 2540,POA: Postal Areas,1: New South Wales,2021,5384
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3612: 3612,POA: Postal Areas,2: Victoria,2021,225
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3015: 3015,POA: Postal Areas,2: Victoria,2021,1611
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2176: 2176,POA: Postal Areas,1: New South Wales,2021,2440
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2516: 2516,POA: Postal Areas,1: New South Wales,2021,529
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2867: 2867,POA: Postal Areas,1: New South Wales,2021,49
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2836: 2836,POA: Postal Areas,1: New South Wales,2021,43
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4218: 4218,POA: Postal Areas,3: Queensland,2021,2358
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4468: 4468,POA: Postal Areas,3: Queensland,2021,8
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2680: 2680,POA: Postal Areas,1: New South Wales,2021,1754
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5009: 5009,POA: Postal Areas,4: South Australia,2021,444
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2345: 2345,POA: Postal Areas,1: New South Wales,2021,69
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5411: 5411,POA: Postal Areas,4: South Australia,2021,26
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2502: 2502,POA: Postal Areas,1: New South Wales,2021,1411
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3412: 3412,POA: Postal Areas,2: Victoria,2021,28
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6509: 6509,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5155: 5155,POA: Postal Areas,4: South Australia,2021,395
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5719: 5719,POA: Postal Areas,4: South Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2703: 2703,POA: Postal Areas,1: New South Wales,2021,56
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3820: 3820,POA: Postal Areas,2: Victoria,2021,2364
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7008: 7008,POA: Postal Areas,6: Tasmania,2021,1637
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4478: 4478,POA: Postal Areas,3: Queensland,2021,35
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5067: 5067,POA: Postal Areas,4: South Australia,2021,971
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4719: 4719,POA: Postal Areas,3: Queensland,2021,93
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6007: 6007,POA: Postal Areas,5: Western Australia,2021,846
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3334: 3334,POA: Postal Areas,2: Victoria,2021,59
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3201: 3201,POA: Postal Areas,2: Victoria,2021,2575
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5243: 5243,POA: Postal Areas,4: South Australia,2021,42
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4724: 4724,POA: Postal Areas,3: Queensland,2021,33
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4828: 4828,POA: Postal Areas,3: Queensland,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0830: 0830,POA: Postal Areas,7: Northern Territory,2021,1302
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2607: 2607,POA: Postal Areas,8: Australian Capital Territory,2021,1181
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7215: 7215,POA: Postal Areas,6: Tasmania,2021,373
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2779: 2779,POA: Postal Areas,1: New South Wales,2021,669
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5725: 5725,POA: Postal Areas,4: South Australia,2021,217
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5150: 5150,POA: Postal Areas,4: South Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4108: 4108,POA: Postal Areas,3: Queensland,2021,570
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2171: 2171,POA: Postal Areas,1: New South Wales,2021,1513
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5073: 5073,POA: Postal Areas,4: South Australia,2021,1208
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6000: 6000,POA: Postal Areas,5: Western Australia,2021,1208
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3501: 3501,POA: Postal Areas,2: Victoria,2021,137
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6313: 6313,POA: Postal Areas,5: Western Australia,2021,16
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5416: 5416,POA: Postal Areas,4: South Australia,2021,13
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2353: 2353,POA: Postal Areas,1: New South Wales,2021,129
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2060: 2060,POA: Postal Areas,1: New South Wales,2021,1029
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3109: 3109,POA: Postal Areas,2: Victoria,2021,1546
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6536: 6536,POA: Postal Areas,5: Western Australia,2021,105
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3207: 3207,POA: Postal Areas,2: Victoria,2021,1382
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4073: 4073,POA: Postal Areas,3: Queensland,2021,858
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3744: 3744,POA: Postal Areas,2: Victoria,2021,38
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3329: 3329,POA: Postal Areas,2: Victoria,2021,35
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5554: 5554,POA: Postal Areas,4: South Australia,2021,619
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3700: 3700,POA: Postal Areas,2: Victoria,2021,180
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4818: 4818,POA: Postal Areas,3: Queensland,2021,3210
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2440: 2440,POA: Postal Areas,1: New South Wales,2021,2657
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3751: 3751,POA: Postal Areas,2: Victoria,2021,8
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6209: 6209,POA: Postal Areas,5: Western Australia,2021,195
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5573: 5573,POA: Postal Areas,4: South Australia,2021,186
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3174: 3174,POA: Postal Areas,2: Victoria,2021,2558
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4365: 4365,POA: Postal Areas,3: Queensland,2021,78
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6632: 6632,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3378: 3378,POA: Postal Areas,2: Victoria,2021,3
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2113: 2113,POA: Postal Areas,1: New South Wales,2021,1664
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2619: 2619,POA: Postal Areas,1: New South Wales,2021,822
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3708: 3708,POA: Postal Areas,2: Victoria,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3104: 3104,POA: Postal Areas,2: Victoria,2021,986
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3448: 3448,POA: Postal Areas,2: Victoria,2021,82
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4360: 4360,POA: Postal Areas,3: Queensland,2021,45
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5481: 5481,POA: Postal Areas,4: South Australia,2021,41
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2107: 2107,POA: Postal Areas,1: New South Wales,2021,857
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4407: 4407,POA: Postal Areas,3: Queensland,2021,43
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6180: 6180,POA: Postal Areas,5: Western Australia,2021,604
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6625: 6625,POA: Postal Areas,5: Western Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6251: 6251,POA: Postal Areas,5: Western Australia,2021,21
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2425: 2425,POA: Postal Areas,1: New South Wales,2021,181
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5110: 5110,POA: Postal Areas,4: South Australia,2021,804
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6290: 6290,POA: Postal Areas,5: Western Australia,2021,172
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3123: 3123,POA: Postal Areas,2: Victoria,2021,1257
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3460: 3460,POA: Postal Areas,2: Victoria,2021,321
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2399: 2399,POA: Postal Areas,1: New South Wales,2021,52
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3141: 3141,POA: Postal Areas,2: Victoria,2021,2458
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5134: 5134,POA: Postal Areas,4: South Australia,2021,40
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6450: 6450,POA: Postal Areas,5: Western Australia,2021,993
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7469: 7469,POA: Postal Areas,6: Tasmania,2021,122
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4490: 4490,POA: Postal Areas,3: Queensland,2021,107
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2483: 2483,POA: Postal Areas,1: New South Wales,2021,971
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3232: 3232,POA: Postal Areas,2: Victoria,2021,78
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3931: 3931,POA: Postal Areas,2: Victoria,2021,2578
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5320: 5320,POA: Postal Areas,4: South Australia,2021,86
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4287: 4287,POA: Postal Areas,3: Queensland,2021,67
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7018: 7018,POA: Postal Areas,6: Tasmania,2021,2627
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3808: 3808,POA: Postal Areas,2: Victoria,2021,228
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5098: 5098,POA: Postal Areas,4: South Australia,2021,1319
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3960: 3960,POA: Postal Areas,2: Victoria,2021,255
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6017: 6017,POA: Postal Areas,5: Western Australia,2021,436
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2020: 2020,POA: Postal Areas,1: New South Wales,2021,912
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6422: 6422,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6333: 6333,POA: Postal Areas,5: Western Australia,2021,569
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6490: 6490,POA: Postal Areas,5: Western Australia,2021,29
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2336: 2336,POA: Postal Areas,1: New South Wales,2021,256
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5164: 5164,POA: Postal Areas,4: South Australia,2021,896
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4817: 4817,POA: Postal Areas,3: Queensland,2021,3346
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3809: 3809,POA: Postal Areas,2: Victoria,2021,1443
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6147: 6147,POA: Postal Areas,5: Western Australia,2021,1128
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6237: 6237,POA: Postal Areas,5: Western Australia,2021,218
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2762: 2762,POA: Postal Areas,1: New South Wales,2021,968
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4402: 4402,POA: Postal Areas,3: Queensland,2021,41
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2846: 2846,POA: Postal Areas,1: New South Wales,2021,14
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3568: 3568,POA: Postal Areas,2: Victoria,2021,282
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4209: 4209,POA: Postal Areas,3: Queensland,2021,7113
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6126: 6126,POA: Postal Areas,5: Western Australia,2021,12
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7176: 7176,POA: Postal Areas,6: Tasmania,2021,12
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2365: 2365,POA: Postal Areas,1: New South Wales,2021,275
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4117: 4117,POA: Postal Areas,3: Queensland,2021,153
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4662: 4662,POA: Postal Areas,3: Queensland,2021,97
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2791: 2791,POA: Postal Areas,1: New South Wales,2021,21
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4022: 4022,POA: Postal Areas,3: Queensland,2021,933
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3850: 3850,POA: Postal Areas,2: Victoria,2021,1945
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3779: 3779,POA: Postal Areas,2: Victoria,2021,52
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2732: 2732,POA: Postal Areas,1: New South Wales,2021,173
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6288: 6288,POA: Postal Areas,5: Western Australia,2021,37
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4426: 4426,POA: Postal Areas,3: Queensland,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2648: 2648,POA: Postal Areas,1: New South Wales,2021,268
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3400: 3400,POA: Postal Areas,2: Victoria,2021,1672
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2286: 2286,POA: Postal Areas,1: New South Wales,2021,631
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4051: 4051,POA: Postal Areas,3: Queensland,2021,3100
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5255: 5255,POA: Postal Areas,4: South Australia,2021,1107
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5010: 5010,POA: Postal Areas,4: South Australia,2021,541
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3558: 3558,POA: Postal Areas,2: Victoria,2021,112
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3282: 3282,POA: Postal Areas,2: Victoria,2021,209
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2584: 2584,POA: Postal Areas,1: New South Wales,2021,62
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3943: 3943,POA: Postal Areas,2: Victoria,2021,115
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3067: 3067,POA: Postal Areas,2: Victoria,2021,1136
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4695: 4695,POA: Postal Areas,3: Queensland,2021,102
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3530: 3530,POA: Postal Areas,2: Victoria,2021,14
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4614: 4614,POA: Postal Areas,3: Queensland,2021,173
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3053: 3053,POA: Postal Areas,2: Victoria,2021,1652
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7252: 7252,POA: Postal Areas,6: Tasmania,2021,282
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3043: 3043,POA: Postal Areas,2: Victoria,2021,1444
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2233: 2233,POA: Postal Areas,1: New South Wales,2021,2433
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3678: 3678,POA: Postal Areas,2: Victoria,2021,489
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3491: 3491,POA: Postal Areas,2: Victoria,2021,3
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2474: 2474,POA: Postal Areas,1: New South Wales,2021,692
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6156: 6156,POA: Postal Areas,5: Western Australia,2021,1618
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7139: 7139,POA: Postal Areas,6: Tasmania,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5038: 5038,POA: Postal Areas,4: South Australia,2021,1473
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2232: 2232,POA: Postal Areas,1: New South Wales,2021,3011
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6067: 6067,POA: Postal Areas,5: Western Australia,2021,9
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7027: 7027,POA: Postal Areas,6: Tasmania,2021,40
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2549: 2549,POA: Postal Areas,1: New South Wales,2021,414
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5290: 5290,POA: Postal Areas,4: South Australia,2021,2872
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6432: 6432,POA: Postal Areas,5: Western Australia,2021,493
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3078: 3078,POA: Postal Areas,2: Victoria,2021,1464
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2620: 2620,POA: Postal Areas,1: New South Wales,2021,4624
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4310: 4310,POA: Postal Areas,3: Queensland,2021,584
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2043: 2043,POA: Postal Areas,1: New South Wales,2021,1064
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3300: 3300,POA: Postal Areas,2: Victoria,2021,1117
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3241: 3241,POA: Postal Areas,2: Victoria,2021,298
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2209: 2209,POA: Postal Areas,1: New South Wales,2021,802
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4107: 4107,POA: Postal Areas,3: Queensland,2021,760
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3283: 3283,POA: Postal Areas,2: Victoria,2021,104
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7173: 7173,POA: Postal Areas,6: Tasmania,2021,905
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6020: 6020,POA: Postal Areas,5: Western Australia,2021,1403
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4564: 4564,POA: Postal Areas,3: Queensland,2021,1020
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6106: 6106,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5309: 5309,POA: Postal Areas,4: South Australia,2021,13
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6476: 6476,POA: Postal Areas,5: Western Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6446: 6446,POA: Postal Areas,5: Western Australia,2021,5
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4814: 4814,POA: Postal Areas,3: Queensland,2021,4509
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4067: 4067,POA: Postal Areas,3: Queensland,2021,1065
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4303: 4303,POA: Postal Areas,3: Queensland,2021,673
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2652: 2652,POA: Postal Areas,1: New South Wales,2021,423
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4493: 4493,POA: Postal Areas,3: Queensland,2021,0
